Team A,Team B,Score A,Score B,Date,Competition,Event,Venue
CCV STARS 15 Boys Orange EAV,Phoenix Premier FC 15B White,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
Atletico Tuzos Mesa 2015,Phoenix Premier FC 15B White,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
CCV STARS 15 Boys Orange EAV,Phoenix Premier FC 15B White,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
PRFC Southeast Valley 15B Samba,Phoenix Premier FC 15B White,5.0,2.0,2025-02-23,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Havasu Lions 15B Schwing,Phoenix Premier FC 15B White,2.0,1.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Scottsdale 15B Gazelle,Phoenix Premier FC 15B White,5.0,1.0,2025-02-21,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
AZ Arsenal 15 Boys Teal 2 CC,Phoenix Premier FC 15B White,3.0,3.0,2025-01-25,AZ Soccer Clash,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
EV-NSFC 15 Boys Smith(3),Phoenix Premier FC 15B White,1.0,1.0,2025-01-25,AZ Soccer Clash,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
AYSO 1079 2015/16 Boys,Phoenix Premier FC 15B White,1.0,1.0,2025-01-24,AZ Soccer Clash,2025 AZ Soccer Clash hosted by Phoenix Premier FC,Arizona Athletic Grounds
FC Elite Arizona 2015 Boys,Phoenix Premier FC 15B White,1.0,3.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
15B Sanchez,Phoenix Premier FC 15B White,3.0,3.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
CCV STARS 15 Boys Red PEO,Phoenix Premier FC 15B White,1.0,1.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
Phoenix 15/16B Blue,Phoenix Premier FC 15B White,6.0,2.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
AZ Arsenal 15 Boys Teal SH,PSC 2015B,6.0,0.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
2016B Locomotive EPPL Valcarcel-LC,AZ Arsenal 15 Boys Teal SH,0.0,20.0,2025-10-11,Arsenal Challenge,Arsenal Challenge 2025,Arizona Athletic Grounds
AZ Arsenal 15 Boys Teal SH,LAFC 15 BOYS,0.0,0.0,2025-09-27,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Lehi Sports Park (ASA)
AZ Arsenal 15 Boys Teal SH,Excel Soccer Academy 15B Black,3.0,4.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Arizona Athletic Grounds
AZ Arsenal 15 Boys Teal SH,FCDA 2015/16B Pre - Academy,1.0,6.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
NOS Santos 15 Boys White,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
FC Elite Arizona 2015 Boys,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
PRFC Desert Foothills 15B Copa,Union Maricopa 2016 Net Ninjas Selects,1.0,3.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
15B Summers,PRFC Desert Foothills 15B Copa,2.0,2.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Havasu Lions 15B Schwing,PRFC Desert Foothills 15B Copa,2.0,7.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
PRFC Desert Foothills 15B Copa,RSLAZ Southern 15B Rayados Red,2.0,3.0,2024-12-15,Holiday Classic,RSL-AZ Holiday Classic 2024,
EXCEL24FallU9U10B4Crudup,PRFC Desert Foothills 15B Copa,0.0,2.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
AZ Arsenal 15 Boys Teal 1 OC,PRFC Desert Foothills 15B Copa,6.0,0.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
Legends FC AZ 15B Gold,PRFC Desert Foothills 15B Copa,0.0,9.0,2024-11-01,2025 Rush Cup ,2024 Rush Cup ,Rose Mofford (Rush Cup)
Next Level Soccer Southeast 2015 Boys Blue,PRFC Desert Foothills 15B Copa,0.0,11.0,2024-10-24,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
Atletico Tuzos Mesa 2015,Salsa 2015,1.0,7.0,2025-03-30,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
Salsa 2015,Verde Valley United FC- U10 Boys,3.0,2.0,2025-03-29,Tuzos Challenge,Tuzos Challenge 2025,West Valley Events Complex - Field
LV Heat Surf 15B Select White Henderson,Salsa 2015,1.0,1.0,2025-03-02,Tournaments,Surf Cup Southwest 2025,Kellogg Zaher Soccer Complex
Salsa 2015,Vegas strong 2015,1.0,8.0,2025-03-01,Tournaments,Surf Cup Southwest 2025,Kellogg Zaher Soccer Complex
LAS VEGAS DIVERSITY FC '15 BOYS WHITE,Salsa 2015,2.0,1.0,2025-03-01,Tournaments,Surf Cup Southwest 2025,Kellogg Zaher Soccer Complex
Next Level Soccer Southeast 2015 Boys Green,Salsa 2015,2.0,4.0,2024-11-24,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
Atletico Tuzos Mesa 2015,Salsa 2015,2.0,6.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
Salsa 2015,State 48 FC Verrado 15 White,1.0,7.0,2024-11-23,Heritage Cup,2024 Heritage Cup ,HC - Discovery Park 
Phoenix Premier FC 15B SW,Salsa 2015,3.0,5.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
CCV STARS 15 Boys White PEO,Salsa 2015,4.0,6.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
Salsa 2015,State 48 FC Verrado 15 White,1.0,6.0,2024-11-02,2025 Rush Cup ,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
15B Simbron,PSG 15B Red,0.0,0.0,2025-09-27,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
PSG 15B Red,Tuzos 2015 Nava,3.0,3.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,West Valley Events Complex
15 Pre-MLS Next Tier #2,PSG 15B Red,9.0,2.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
CCV STARS 15 Boys Red PEO,Phoenix 15/16B Blue,3.0,5.0,2024-11-10,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
15B Sanchez,CCV STARS 15 Boys Red PEO,5.0,2.0,2024-11-09,Kick for the Cure,Kick for the Cure 2024,Rose Mofford Sports Complex
15B Tesensky,CCV STARS 15 Boys Red PEO,0.0,0.0,2024-10-19,CCV Competitive Soccer,CCV v RSL NORTH Academy Playdate,CCV Stars Peo Academy Fields
15 Boys National League #2,BVBIA ARIZONA BLACK & YELLOW 2015,0.0,1.0,2025-09-20,Tournaments,46th Annual Wolfgang Weber FC Tucson Cup,Kino Sports Complex
15B Oscar,CAC 15/16B (Conroy),0.0,0.0,2025-10-11,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,Ochoa
2015 Boys Blue,CCV STARS 15 Boys Navy SUR,1.0,2.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
2015 Boys Blue,2015 Boys Yellow,6.0,9.0,2025-03-22,TFC Spring Cup,TFC Spring Cup 2025,Rose Mofford
2015 Boys Blue,Select 15B,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
2015 Boys Blue,FC Elite Arizona 2015 Boys,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
2015 Boys Blue,AYSO 1079 2015/16 Boys,0.0,1.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
2015 Boys Blue,State 48 FC 15 Black,2.0,2.0,2025-02-07,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
2015 Boys Blue,Madison FC 2015 Boys Blue,0.0,2.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
2015 Boys Blue,CCV STARS 15 Boys Navy EAV,1.0,3.0,2025-01-10,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
2015 Boys Blue,Synergy FC 15/16B,4.0,2.0,2024-12-14,TFC Winter Festival,TFC Winter Festival 2024,Rose Mofford
2015 Boys Blue,Phoenix Premier FC 15B SW,0.0,4.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
2015 Boys Blue,AZ Inferno 15 Boys Black,3.0,0.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
2015 Boys Blue,2015 Boys Blue,5.0,1.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
Nankatsu,Rangers 15B,0.0,0.0,2025-08-01,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,
2015/16B Valenzuela Nogales,Rangers 15B,3.0,1.0,2025-03-22,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
15B Becerra,Rangers 15B,1.0,2.0,2025-03-15,Pima Cup,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Himmel
Rangers 15B,WMFC Highlanders 10U Coed (2015-17),1.0,2.0,2025-02-16,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Pima Surf Academy Boys 15/16,Rangers 15B,3.0,4.0,2025-02-16,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Pima Surf Academy Boys 15/16,Rangers 15B,2.0,2.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
15/16 Coed Lange,Rangers 15B,8.0,1.0,2025-01-19,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
Rangers 15B,State 48 FC 15 Black,0.0,14.0,2025-01-18,Fort Lowell Shootout,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
Pima Surf Academy Boys 15/16,Rangers 15B,4.0,2.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
2015/16B Valenzuela Nogales,Rangers 15B,5.0,0.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
Rangers 15B,Santos 15B,4.0,0.0,2024-11-09,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
17B Albelais,Rangers 15B,5.0,2.0,2024-10-20,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
16B Albelais,Rangers 15B,0.0,9.0,2024-10-19,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
15B Garza/Bernal-3,Rangers 15B,6.0,1.0,2024-10-19,CDO Southwest Showdown,CDO Southwest Showdown 2024,Kino Sports Complex
PRFC Southeast Valley 15B Samba,Select 15B,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
PRFC Southeast Valley 15B Samba,Prescott Predators 15B Leick,2.0,4.0,2025-02-22,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
FC Elite Arizona 2015 Boys,PRFC Southeast Valley 15B Samba,3.0,1.0,2024-10-26,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
CCV STARS 15 Boys LAV,PRFC Southeast Valley 15B Samba,9.0,0.0,2024-10-26,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
15B Tesensky,PRFC Southeast Valley 15B Samba,2.0,1.0,2024-10-25,Phoenix Rising FC Tournaments - Fall Classic,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,CCV Stars 15 Boys West Orange,0.0,0.0,2025-10-11,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,
AZ Inferno 15 Boys Black,State 48 FC Laveen 15/16 Black,0.0,0.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Gateway Park
AZ Inferno 15 Boys Black,CCV Stars 15 Boys West Orange,4.0,1.0,2025-09-13,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,CCV Surprise Club Fields
AZ Inferno 15 Boys Black,NOS Santos 15 Boys White,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,FC Elite Arizona 2015 Boys,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,Prescott Predators 15B Leick,2.0,1.0,2025-03-15,INFERNO CUP,INFERNO CUP 2025,West Valley Events Complex
AZ Inferno 15 Boys Black,CCV STARS 15 Boys Navy SUR,7.0,1.0,2025-03-15,INFERNO CUP,INFERNO CUP 2025,West Valley Events Complex
AZ Inferno 15 Boys Black,Synergy FC 15/16B,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,NOS Santos 15 Boys White,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,U-10 (2015) Boys Pre Academy,0.0,9.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
AZ Inferno 15 Boys Black,Havasu Lions 15B Schwing,3.0,9.0,2025-01-12,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
15B Tesensky,AZ Inferno 15 Boys Black,5.0,1.0,2025-01-11,CCV Stars Champions Cup,CCV Stars Champions Cup 2025,Reach 11 Sports Complex (CCV STARS)
AZ Inferno 15 Boys Black,Madison FC 2015 Boys Blue,5.0,4.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
AZ Inferno 15 Boys Black,Phoenix Premier FC 15B SW,1.0,2.0,2024-12-07,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
AZEV B2015 (NAVY),NOS Santos 15 Boys Yellow,3.0,2.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Quail Run (ASA)
AZ Arsenal 16 Boys Teal DB,AZEV B2015 (NAVY),1.0,2.0,2025-09-27,Arizona Athletic Grounds Tournament Series,2025 Arizona Cup AYSO United,Arizona Athletic Grounds
AZEV B2015 (NAVY),BRAZAS FC 2015 Boys Gold,0.0,0.0,2025-09-26,Arizona Athletic Grounds Tournament Series,2025 Arizona Cup AYSO United,Arizona Athletic Grounds
AZEV B2015 (NAVY),AZVV B2015 (NAVY),2.0,3.0,2025-09-25,Arizona Athletic Grounds Tournament Series,2025 Arizona Cup AYSO United,Arizona Athletic Grounds
AZEV B2015 (NAVY),PSC 2015B,0.0,4.0,2025-09-24,Arizona Athletic Grounds Tournament Series,2025 Arizona Cup AYSO United,Arizona Athletic Grounds
AZ Arsenal 15 Boys Select,AZEV B2015 (NAVY),1.0,9.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Quail Run (ASA)
AZ Arsenal 15 Boys Teal 2 BD,AZEV B2015 (NAVY),0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
15B Blue Montoya #2,AZEV B2015 (NAVY),0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
AZEV B2015 (NAVY),EXCEL25WrU9U10B1Overlin,2.0,5.0,2025-03-09,Ostrich Festival,2025 Ostrich Festival,Reata Sports Complex
AZEV B2015 (NAVY),EXCEL25WU9U10B2LVaras,4.0,1.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reata Sports Complex
15B Tesensky,AZEV B2015 (NAVY),5.0,2.0,2025-03-08,Ostrich Festival,2025 Ostrich Festival,Reata Sports Complex
15B Blue Arviso #2,AZEV B2015 (NAVY),0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
Prescott Predators 15B Leick,U-10 (2015) Girls Pre Academy,12.0,1.0,2025-04-27,Schools Out,Schools Out For Summer 2025,Scottsdale Sports Complex (ASA)
Prescott Predators 15B Leick,Rayitos Elite,1.0,4.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
CCV STARS 15 Boys Navy SUR,Prescott Predators 15B Leick,12.0,1.0,2025-03-16,INFERNO CUP,INFERNO CUP 2025,West Valley Events Complex
Havasu Lions 15B Schwing,Prescott Predators 15B Leick,3.0,4.0,2025-02-23,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
Tornados FC,VSC 2016 Boys Green,1.0,2.0,2025-04-06,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
16B Blue Arviso #2,Tornados FC,2.0,1.0,2025-04-05,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
16B Barrera,Tornados FC,4.0,5.0,2025-04-04,CDO Challenge Cup,CDO Challenge Cup 2025,Kino Sports Complex
Douglas Cobras,Tornados FC,4.0,1.0,2025-02-16,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Empire 15B,Tornados FC,7.0,2.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
RSLAZ Southern Rayados Az 2015 White,Tornados FC,4.0,2.0,2025-02-15,Jacobs Classic,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
CCV Stars 15 Boys West Orange,La Piedad FC 2015 Blue,0.0,3.0,2025-10-04,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,Lehi Sports Park (ASA)
Rayitos Elite,Select 15B,0.0,3.0,2025-04-06,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
Flagstaff SC United 15 Boys,Select 15B,0.0,6.0,2025-04-05,Yavapai,Yavapai All Boys Tournament 2025,P- Mountain Valley Park Yavapai Soccer
AZ Arsenal 15 Boys Teal 2 BD,Select 15B,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
15B Blue Montoya #2,Select 15B,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
Phoenix 15/16B Blue,Select 15B,4.0,3.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Select 15B,Vegas United ‘15 Boys Academy,4.0,0.0,2025-02-09,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Select 15B,Synergy FC 15/16B,1.0,10.0,2025-02-08,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Madison FC 2015 Boys Blue,Select 15B,1.0,4.0,2025-02-07,Desert Classic,Desert Classic 2025,Arizona Athletic Grounds
Havasu Lions 15B Schwing,Select 15B,5.0,3.0,2024-12-08,Salvation Army Christmas Angel,Christmas Angel 2024,Rose Mofford Sports Complex
15B Rayados Red,PRFC Desert Foothills 15B Copa,2.0,3.0,2024-12-15,Holiday Classic,RSL-AZ Holiday Classic 2024,
15B Campos,15B Rayados Red,0.0,3.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
15B Rayados Red,EXCEL24FallU9U10B4Crudup,4.0,4.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
15B Becerra,15B Rayados Red,3.0,2.0,2024-12-07,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Rayados Red,Chelsea 15B2,8.0,0.0,2024-11-23,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Rayados Red,Deportivo Mexico 15B,9.0,0.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15B Becerra,15B Rayados Red,11.0,1.0,2024-11-10,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15B Garza/Bernal-3,15B Rayados Red,0.0,12.0,2024-11-09,Arizona Select Clubs Showcase,Arizona Select Clubs Showcase 2024,Tucson Kino South Complex (ASA)
15B Becerra,15B Rayados Red,4.0,1.0,2024-11-02,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Rayados Red,Deportivo Mexico 15B,5.0,1.0,2024-10-26,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
15B Rayados Red,Chelsea 15B2,0.0,4.0,2024-10-19,PCJSL League Play 2024/25,PCJSL 2024/25 - Fall Session U9 - U19,Himmel
Atletico Tuzos Mesa 2015,FC ARIZONA 15 PURTELL,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
CCV STARS 15 Boys Orange EAV,FC ARIZONA 15 PURTELL,0.0,0.0,2025-03-29,Academy League,2024-25 Academy Event March 29 - BOYS & GIRLS 7v7,Arizona Athletic Grounds
FC ARIZONA 15 PURTELL,Select 15B,0.0,0.0,2025-03-01,Academy League,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
FC ARIZONA 15 PURTELL,Madison FC 2015 Boys Blue,4.0,0.0,2024-10-20,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
16B Mendez GSA,FC ARIZONA 15 PURTELL,0.0,9.0,2024-10-20,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
FC ARIZONA 15 PURTELL,FC Elite Arizona 2015 Boys,1.0,1.0,2024-10-19,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
FC ARIZONA 15 PURTELL,State 48 FC Verrado 15/16 Black,7.0,0.0,2024-10-19,The Fiesta Cup ,2024 The Fiesta Cup ,Bell 94 Soccer Complex (FC Arizona) 
BVBIA ARIZONA BLACK & YELLOW 2015,CDO 16B Premier,2.0,6.0,2025-10-02,PCJSL Fall Regular play,PCJSL 2025/26 - Fall Session U9 - U19,Naranja
AZ Arsenal 16 Boys Teal OC,BVBIA ARIZONA BLACK & YELLOW 2015,14.0,0.0,2025-08-30,Phoenix Rising Cup,Phoenix Rising Cup 2025,Reach 11 Sports Complex (PRC)
CCV Stars 15 Boys South Orange,East Valley NSFC 15 Boys Klein,0.0,5.0,2025-09-20,OPEN League: Season 1,2025-26 MaxinMotion Open League Season 1,EV- EVNSFC Soccer Complex
CCV Stars 15 Boys South Orange,NOS Santos 15 Boys Yellow,8.0,3.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
CCV Stars 15 Boys South Orange,PSC 2015B,2.0,2.0,2025-09-13,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
CCV Stars 15 Boys South Orange,EV-NSFC 16 Boys Aguirre(1),1.0,6.0,2025-09-12,Cactus Kick Off,2025 Cactus Kick Off,Reach 11 Sports Complex
15B Summers,PRFC Scottsdale 15B Stars,2.0,5.0,2025-02-23,Phoenix Rising FC Tournaments - Max Shacknai Invitational,2025 Max Shacknai Invitational,Arizona Athletic Grounds
EXCEL24FallU9U10B2Komiskey,Excel U9/U10Kaufmann,4.0,2.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
15B Summers,Excel U9/U10Kaufmann,10.0,1.0,2024-12-14,Holiday Classic,RSL-AZ Holiday Classic 2024,
