Team A,Team B,Score A,Score B,Date,Competition,Venue
Legends FC AZ 15B FC,Fury FC B2015,3,0,2024-12-01,2024 Desert Super Cup,Reata Sports Complex
15B NJMarkette,Legends FC AZ 15B FC,1,4,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
Legends FC AZ 15B FC,15B NJMarkette,4,1,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
Legends FC AZ 15B FC,Next Level Soccer Northwest 2015 Girls,3,1,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
Next Level Soccer Northwest 2015 Girls,Legends FC AZ 15B FC,1,3,2024-11-30,2024 Desert Super Cup,Reata Sports Complex
2014B Academy Blue,15B FC,2,3,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,Ed Fountain Park
15B FC,2014B Academy Blue,3,2,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,Ed Fountain Park
15B FC,ROA 2014 Blue,2,8,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,James Regional Park
ROA 2014 Blue,15B FC,8,2,2024-10-27,City of Las Vegas Mayor's Cup International Tournament 2024,James Regional Park
2014 Academy I,15B FC,6,0,2024-10-26,City of Las Vegas Mayor's Cup International Tournament 2024,James Regional Park
15B FC,2014 Academy I,0,6,2024-10-26,City of Las Vegas Mayor's Cup International Tournament 2024,James Regional Park
PRFC West Valley 15B Predator,Legends FC AZ 15B FC,5,8,2024-10-13,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
Legends FC AZ 15B FC,PRFC West Valley 15B Predator,8,5,2024-10-13,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
BRAZAS FC 2015 Boys Black,Legends FC AZ 15B FC,4,4,2024-10-13,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
Legends FC AZ 15B FC,BRAZAS FC 2015 Boys Black,4,4,2024-10-13,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
Legends FC AZ 15B FC,PRFC Scottsdale 16B Predator,6,3,2024-10-12,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
PRFC Scottsdale 16B Predator,Legends FC AZ 15B FC,3,6,2024-10-12,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
BRAZAS FC 2015 Boys Black,Legends FC AZ 15B FC,3,1,2024-10-12,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
Legends FC AZ 15B FC,BRAZAS FC 2015 Boys Black,1,3,2024-10-12,Arsenal Challenge 2024,Arizona Athletic Grounds (AASC Tournaments)
Phoenix Premier FC 15B Black,PRFC West Valley 15B Predator,0,0,2025-10-11,2025-26 MaxinMotion Open League Season 1,Pecos Park (PHX Premier SE/SW)
PRFC West Valley 15B Predator,Phoenix Premier FC 15B Black,0,0,2025-10-11,2025-26 MaxinMotion Open League Season 1,Pecos Park (PHX Premier SE/SW)
PRFC West Valley 15B Predator,PRFC Desert Foothills 16B Predator,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,Festival Field (PRFC - WV)
PRFC Desert Foothills 16B Predator,PRFC West Valley 15B Predator,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,Festival Field (PRFC - WV)
PRFC Southeast Valley 15B Predator,PRFC West Valley 15B Predator,0,0,2025-09-27,2025-26 MaxinMotion Open League Season 1,Red Mountain Soccer Complex North (PRFC SEV)
PRFC West Valley 15B Predator,PRFC Southeast Valley 15B Predator,0,0,2025-09-27,2025-26 MaxinMotion Open League Season 1,Red Mountain Soccer Complex North (PRFC SEV)
PRFC West Valley 15B Predator,15B NJMarkette,0,8,2025-09-20,2025-26 MaxinMotion Open League Season 1,Friendship Park (PRFC - WV)
15B NJMarkette,PRFC West Valley 15B Predator,8,0,2025-09-20,2025-26 MaxinMotion Open League Season 1,Friendship Park (PRFC - WV)
AZ Arsenal 16 Boys Teal OC,PRFC West Valley 15B Predator,10,0,2025-09-13,2025-26 MaxinMotion Open League Season 1,Arizona Athletic Grounds
PRFC West Valley 15B Predator,AZ Arsenal 16 Boys Teal OC,0,10,2025-09-13,2025-26 MaxinMotion Open League Season 1,Arizona Athletic Grounds
PRFC West Valley 15B Copa,FC Elite Arizona 2014 Boys,1,4,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
FC Elite Arizona 2014 Boys,PRFC West Valley 15B Copa,4,1,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
CCV STARS 14 Boys Navy SUR,PRFC West Valley 15B Copa,3,4,2025-04-05,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC West Valley 15B Copa,CCV STARS 14 Boys Navy SUR,4,3,2025-04-05,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC West Valley 15B Copa,PRFC Desert Foothills 15B Predator,2,2,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC Desert Foothills 15B Predator,PRFC West Valley 15B Copa,2,2,2025-04-06,Yavapai All Boys Tournament 2025,Pioneer Park Prescott
PRFC West Valley 15B Copa,LV Heat Surf 15B Select Blue Henderson,2,4,2025-03-30,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
LV Heat Surf 15B Select Blue Henderson,PRFC West Valley 15B Copa,4,2,2025-03-30,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
Magnifico FC B15E,PRFC West Valley 15B Copa,13,0,2025-03-29,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
PRFC West Valley 15B Copa,Magnifico FC B15E,0,13,2025-03-29,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
PRFC West Valley 15B Copa,HW LA Surf B2014 Black,1,12,2025-03-29,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
HW LA Surf B2014 Black,PRFC West Valley 15B Copa,12,1,2025-03-29,Vegas Cup Spring Classic '25,Kellogg-Zaher Soccer Complex
CCV STARS 15 Boys Navy PEO,PRFC West Valley 15B Copa,3,4,2025-03-01,2024-25 MaxinMotion Open League Season 2,Stars SC - Peoria  NW - Open League 
PRFC West Valley 15B Copa,CCV STARS 15 Boys Navy PEO,4,3,2025-03-01,2024-25 MaxinMotion Open League Season 2,Stars SC - Peoria  NW - Open League 
PRFC West Valley 15B Copa,PRFC Southeast Valley 14B Predator,2,0,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Southeast Valley 14B Predator,PRFC West Valley 15B Copa,0,2,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC West Valley 15B Copa,PRFC Desert Foothills 14B Predator,6,1,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC Desert Foothills 14B Predator,PRFC West Valley 15B Copa,1,6,2025-02-23,2025 Max Shacknai Invitational,Arizona Athletic Grounds
FSC United 14 Boys,PRFC West Valley 15B Copa,3,10,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC West Valley 15B Copa,FSC United 14 Boys,10,3,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC West Valley 15B Copa,CCV STARS 15 Boys White PEO,12,3,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
CCV STARS 15 Boys White PEO,PRFC West Valley 15B Copa,3,12,2025-02-22,2025 Max Shacknai Invitational,Arizona Athletic Grounds
PRFC West Valley 15B Copa,AZSC 15B White,5,4,2025-02-15,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
AZSC 15B White,PRFC West Valley 15B Copa,4,5,2025-02-15,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
PRFC West Valley 15B Copa,West Valley 2015 Boys Rose,3,2,2025-02-15,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
West Valley 2015 Boys Rose,PRFC West Valley 15B Copa,2,3,2025-02-15,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
PRFC Scottsdale 15B Predator,PRFC West Valley 15B Copa,5,1,2025-02-01,2024-25 MaxinMotion Open League Season 2,Scottsdale Chaparral Park 
PRFC West Valley 15B Copa,PRFC Scottsdale 15B Predator,1,5,2025-02-01,2024-25 MaxinMotion Open League Season 2,Scottsdale Chaparral Park 
AZSC 15B White,PRFC West Valley 15B Copa,1,5,2025-01-26,2024-25 MaxinMotion Open League Season 2,Crossroads Park (AZSC)
PRFC West Valley 15B Copa,AZSC 15B White,5,1,2025-01-26,2024-25 MaxinMotion Open League Season 2,Crossroads Park (AZSC)
PRFC West Valley 15B Copa,CCV STARS 15 Boys Navy PEO,3,6,2025-01-25,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
CCV STARS 15 Boys Navy PEO,PRFC West Valley 15B Copa,6,3,2025-01-25,2024-25 MaxinMotion Open League Season 2,Friendship Park (PRFC - WV)
AZ Arsenal 14 Boys Teal 2 SC,PRFC West Valley 15B Copa,4,0,2024-12-15,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
PRFC West Valley 15B Copa,AZ Arsenal 14 Boys Teal 2 SC,0,4,2024-12-15,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
PRFC West Valley 15B Copa,West Valley 2014 Boys Martinez Pre-Elite64,4,11,2024-12-14,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
West Valley 2014 Boys Martinez Pre-Elite64,PRFC West Valley 15B Copa,11,4,2024-12-14,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
Northern 14 B Red,PRFC West Valley 15B Copa,7,1,2024-12-14,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
PRFC West Valley 15B Copa,Northern 14 B Red,1,7,2024-12-14,RSL-AZ Holiday Classic 2024,Reach 11 Sports Complex
Excel Soccer Academy 14 Black,PRFC West Valley 15B Copa,4,1,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
PRFC West Valley 15B Copa,Excel Soccer Academy 14 Black,1,4,2024-11-10,Kick for the Cure 2024,Rose Mofford Sports Complex
CCV STARS 14 Boys White PEO,PRFC West Valley 15B Copa,4,2,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
PRFC West Valley 15B Copa,CCV STARS 14 Boys White PEO,2,4,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
PRFC West Valley 15B Copa,Hustle Hard 2014- Boys,3,1,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
Hustle Hard 2014- Boys,PRFC West Valley 15B Copa,1,3,2024-11-09,Kick for the Cure 2024,Rose Mofford Sports Complex
PRFC Scottsdale 14B Copa,PRFC West Valley 15B Copa,3,5,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC West Valley 15B Copa,PRFC Scottsdale 14B Copa,5,3,2024-10-27,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC West Valley 15B Copa,FC Elite Arizona 2014 Boys,1,6,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
FC Elite Arizona 2014 Boys,PRFC West Valley 15B Copa,6,1,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
15B NMarkette,PRFC West Valley 15B Copa,9,4,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
PRFC West Valley 15B Copa,15B NMarkette,4,9,2024-10-26,Phoenix Rising Fall Classic 2024,Arizona Athletic Grounds
AZ Arsenal 15 Boys Select,La Piedad FC 2015,1,11,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
La Piedad FC 2015,AZ Arsenal 15 Boys Select,11,1,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
La Piedad FC 2015,AZ Arsenal 15 Boys Teal BD,8,1,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
AZ Arsenal 15 Boys Teal BD,La Piedad FC 2015,1,8,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
La Piedad FC 2015,BRAZAS FC 2015 Boys White,8,0,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
BRAZAS FC 2015 Boys White,La Piedad FC 2015,0,8,2025-10-11,Arsenal Challenge 2025,Arizona Athletic Grounds
La Piedad FC 2015,15 Boys Navy,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,Lehi Sports Park (ASA)
15 Boys Navy,La Piedad FC 2015,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,Lehi Sports Park (ASA)
FC Arizona 15B Black GFC Cuevas U11,La Piedad FC 2015,0,0,2025-09-27,2025-26 MaxinMotion Open League Season 1,Copper Sky (ASA)
La Piedad FC 2015,FC Arizona 15B Black GFC Cuevas U11,0,0,2025-09-27,2025-26 MaxinMotion Open League Season 1,Copper Sky (ASA)
La Piedad FC 2015,PRFC Desert Foothills 15B Predator,3,5,2025-09-20,2025-26 MaxinMotion Open League Season 1,Eagles Park (ASA)
PRFC Desert Foothills 15B Predator,La Piedad FC 2015,5,3,2025-09-20,2025-26 MaxinMotion Open League Season 1,Eagles Park (ASA)
Pre-ECNL RL B15,La Piedad FC 2015,11,2,2025-09-13,2025-26 MaxinMotion Open League Season 1,Arizona Athletic Grounds
La Piedad FC 2015,Pre-ECNL RL B15,2,11,2025-09-13,2025-26 MaxinMotion Open League Season 1,Arizona Athletic Grounds
Select 15B Red,La Piedad FC 2015,6,3,2025-09-08,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Select 15B Red,3,6,2025-09-08,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos 2015 Nava,La Piedad FC 2015,0,4,2025-09-07,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Tuzos 2015 Nava,4,0,2025-09-07,Tuzos Challenge 2025,West Valley Events Complex - Field
Select 15B Red,La Piedad FC 2015,4,1,2025-09-06,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Select 15B Red,1,4,2025-09-06,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Deportivo Coras USA 2015,5,0,2025-09-06,Tuzos Challenge 2025,West Valley Events Complex - Field
Deportivo Coras USA 2015,La Piedad FC 2015,0,5,2025-09-06,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Dorados Reserve 2015,4,4,2025-03-30,Tuzos Challenge 2025,West Valley Events Complex - Field
Dorados Reserve 2015,La Piedad FC 2015,4,4,2025-03-30,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Tuzos Edwin 2015,3,5,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
Tuzos Edwin 2015,La Piedad FC 2015,5,3,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
Salsa 2015,La Piedad FC 2015,0,14,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
La Piedad FC 2015,Salsa 2015,14,0,2025-03-29,Tuzos Challenge 2025,West Valley Events Complex - Field
Phoenix Premier FC 15B Black,La Piedad FC 2015,8,1,2025-03-23,2025 Copper State Challenge,Arizona Athletic Grounds
La Piedad FC 2015,Phoenix Premier FC 15B Black,1,8,2025-03-23,2025 Copper State Challenge,Arizona Athletic Grounds
AZSC 15B Gold,La Piedad FC 2015,1,15,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
La Piedad FC 2015,AZSC 15B Gold,15,1,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
La Piedad FC 2015,Phoenix Premier FC 15B Black,1,5,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
Phoenix Premier FC 15B Black,La Piedad FC 2015,5,1,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
2015 Rush Boys,La Piedad FC 2015,3,7,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
La Piedad FC 2015,2015 Rush Boys,7,3,2025-03-22,2025 Copper State Challenge,Arizona Athletic Grounds
FDI 2015,La Piedad FC 2015,1,0,2025-03-16,INFERNO CUP 2025,West Valley Events Complex
La Piedad FC 2015,FDI 2015,0,1,2025-03-16,INFERNO CUP 2025,West Valley Events Complex
Phoenix Premier FC 15B CG,La Piedad FC 2015,7,4,2025-03-16,INFERNO CUP 2025,West Valley Events Complex
La Piedad FC 2015,Phoenix Premier FC 15B CG,4,7,2025-03-16,INFERNO CUP 2025,West Valley Events Complex
La Piedad FC 2015,Next Level Soccer Southeast 2016 Boys Black,0,6,2025-03-15,INFERNO CUP 2025,West Valley Events Complex
Next Level Soccer Southeast 2016 Boys Black,La Piedad FC 2015,6,0,2025-03-15,INFERNO CUP 2025,West Valley Events Complex
EV-NSFC 15 Boys Tiggs(2),La Piedad FC 2015,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
La Piedad FC 2015,EV-NSFC 15 Boys Tiggs(2),0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
La Piedad FC 2015,Brazas 2015 Boys White Diego Lopez,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
Brazas 2015 Boys White Diego Lopez,La Piedad FC 2015,0,0,2025-03-01,2024-25 Boy's Academy Event March 1 - AZ Athletic Grounds,Arizona Athletic Grounds
RYSC 2015,La Piedad FC 2015,0,6,2024-11-03,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
La Piedad FC 2015,RYSC 2015,6,0,2024-11-03,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
State 48 FC Verrado 15 White,La Piedad FC 2015,2,7,2024-11-03,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
La Piedad FC 2015,State 48 FC Verrado 15 White,7,2,2024-11-03,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
La Piedad FC 2015,Salsa 2015,10,1,2024-11-02,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
Salsa 2015,La Piedad FC 2015,1,10,2024-11-02,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
Scottsdale 15 Sandsharks Black,La Piedad FC 2015,1,7,2024-11-02,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
La Piedad FC 2015,Scottsdale 15 Sandsharks Black,7,1,2024-11-02,2024 Rush Cup ,Scottsdale Sport Complex ( Rush Cup)
Scottsdale 15 Sandsharks Select,Pima Surf Academy Boys 15,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,
Pima Surf Academy Boys 15,Scottsdale 15 Sandsharks Select,0,0,2025-10-04,2025-26 MaxinMotion Open League Season 1,
Chelsea 15B,Pima Surf Academy Boys 15,3,2,2025-09-28,2025 FC Sonora Socctoberfest,Rillito
Pima Surf Academy Boys 15,Chelsea 15B,2,3,2025-09-28,2025 FC Sonora Socctoberfest,Rillito
Pima Surf Academy Boys 15,CAC 15/16B (Conroy),4,3,2025-09-27,2025 FC Sonora Socctoberfest,Rillito
CAC 15/16B (Conroy),Pima Surf Academy Boys 15,3,4,2025-09-27,2025 FC Sonora Socctoberfest,Rillito
CDO 15B Elite,Pima Surf Academy Boys 15,3,2,2025-09-27,2025 FC Sonora Socctoberfest,Rillito
Pima Surf Academy Boys 15,CDO 15B Elite,2,3,2025-09-27,2025 FC Sonora Socctoberfest,Rillito
Pima Surf Academy Boys 15,2015 Rush Boys,4,1,2025-09-13,2025-26 MaxinMotion Open League Season 1,Naranja Park
2015 Rush Boys,Pima Surf Academy Boys 15,1,4,2025-09-13,2025-26 MaxinMotion Open League Season 1,Naranja Park
Pima Surf Academy Boys 15,FDI 2015,2,3,2025-09-06,2025-26 MaxinMotion Open League Season 1,Naranja Park
FDI 2015,Pima Surf Academy Boys 15,3,2,2025-09-06,2025-26 MaxinMotion Open League Season 1,Naranja Park
Kingman SC B14 McGill,Pima Surf Academy Boys 15,7,0,2025-05-25,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
Pima Surf Academy Boys 15,Kingman SC B14 McGill,0,7,2025-05-25,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
Verde Valley United FC,Pima Surf Academy Boys 15,0,5,2025-05-24,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
Pima Surf Academy Boys 15,Verde Valley United FC,5,0,2025-05-24,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
Pima Surf Academy Boys 15,FSC United 15 Boys,8,0,2025-05-24,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
FSC United 15 Boys,Pima Surf Academy Boys 15,0,8,2025-05-24,FSC Kickin in the Pines (Boys - 2025),F-Northern Arizona University
Pima Surf Academy Boys 15,2014B Felix Nogales,3,5,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
2014B Felix Nogales,Pima Surf Academy Boys 15,5,3,2025-04-06,CDO Challenge Cup 2025,Kino Sports Complex
Pima Surf Academy Boys 15,14B Hermanson 2,3,0,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
14B Hermanson 2,Pima Surf Academy Boys 15,0,3,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
VSC 2014 Boys White,Pima Surf Academy Boys 15,2,4,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
Pima Surf Academy Boys 15,VSC 2014 Boys White,4,2,2025-04-05,CDO Challenge Cup 2025,Kino Sports Complex
Pima Surf Academy Boys 15,FCDA 14B Academy,0,0,2025-03-16,2025 Pima County Surf Challenge,Arizona Athletic Grounds
FCDA 14B Academy,Pima Surf Academy Boys 15,0,0,2025-03-16,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Pima Surf Academy Boys 14,Pima Surf Academy Boys 15,5,1,2025-03-16,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Pima Surf Academy Boys 15,Pima Surf Academy Boys 14,1,5,2025-03-16,2025 Pima County Surf Challenge,Arizona Athletic Grounds
SC Union Cobras El Paso 2015,Pima Surf Academy Boys 15,5,1,2025-03-15,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Pima Surf Academy Boys 15,SC Union Cobras El Paso 2015,1,5,2025-03-15,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Pima Surf Academy Boys 15,Kingman SC B14 McGill,0,5,2025-03-15,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Kingman SC B14 McGill,Pima Surf Academy Boys 15,5,0,2025-03-15,2025 Pima County Surf Challenge,Arizona Athletic Grounds
Pima Surf Academy Boys 15,PRFC Desert Foothills 15B Predator,1,3,2025-03-08,2024-25 MaxinMotion Open League Season 2,Naranja Park
PRFC Desert Foothills 15B Predator,Pima Surf Academy Boys 15,3,1,2025-03-08,2024-25 MaxinMotion Open League Season 2,Naranja Park
CCV STARS 15 Boys White PEO,Pima Surf Academy Boys 15,4,4,2025-03-01,2024-25 MaxinMotion Open League Season 2,Stars SC - Peoria  NW - Open League 
Pima Surf Academy Boys 15,CCV STARS 15 Boys White PEO,4,4,2025-03-01,2024-25 MaxinMotion Open League Season 2,Stars SC - Peoria  NW - Open League 
Legends FC AZ 15B Gold,Pima Surf Academy Boys 15,5,1,2025-03-01,2024-25 MaxinMotion Open League Season 2,Pinnacle Park- East and West
Pima Surf Academy Boys 15,Legends FC AZ 15B Gold,1,5,2025-03-01,2024-25 MaxinMotion Open League Season 2,Pinnacle Park- East and West
Pima Surf Academy Boys 15,OJB FC 2015 Boys*,5,1,2025-02-22,2024-25 MaxinMotion Open League Season 2,Friendship Park
OJB FC 2015 Boys*,Pima Surf Academy Boys 15,1,5,2025-02-22,2024-25 MaxinMotion Open League Season 2,Friendship Park
Pima Surf Academy Boys 15,14B Moore,6,5,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
14B Moore,Pima Surf Academy Boys 15,5,6,2025-02-16,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
14B Hermanson 2,Pima Surf Academy Boys 15,1,1,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Pima Surf Academy Boys 15,14B Hermanson 2,1,1,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Pima Surf Academy Boys 15,14B Blue #2,0,1,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
14B Blue #2,Pima Surf Academy Boys 15,1,0,2025-02-15,2025 RSL Jacobs Classic,Tucson Kino South Complex (ASA)
Pima Surf Academy Boys 15,Legends FC AZ 15B Gold,0,2,2025-02-01,2024-25 MaxinMotion Open League Season 2,Naranja Park
Legends FC AZ 15B Gold,Pima Surf Academy Boys 15,2,0,2025-02-01,2024-25 MaxinMotion Open League Season 2,Naranja Park
Pima Surf Academy Boys 15,15B Garza/Bernal-1,1,8,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
15B Garza/Bernal-1,Pima Surf Academy Boys 15,8,1,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
Santos 15B,Pima Surf Academy Boys 15,3,2,2025-01-19,Fort Lowell Shootout 2025,Tucson Kino Main Complex (ASA)
