Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID
9/28/2025,Madison FC 14 Gold Boys,CCV Stars 14 Boys South Pre-ECNL,3,0,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538098,96965
9/21/2025,14B Rayados Blue,Madison FC 14 Gold Boys,2,2,T,T,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538084,96965
9/20/2025,Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,4,1,W,L,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U12B 12U Boys State League 1 East,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21538089,96965
9/7/2025,Madison FC 14 Gold Boys,AZEV B2014 (NAVY),4,2,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366384,96965
9/6/2025,Southeast 2014 Boys Red,Madison FC 14 Gold Boys,4,3,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366376,96965
9/6/2025,Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,4,1,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U12B U12B United (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",22366379,96965
6/1/2025,Madison FC 14 Gold Boys,SWSC B2014 ELITE,5,6,L,W,Coronado (San Diego) 25,Soccer in the Sand,U11B Surf U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827680,96965
5/31/2025,Cimarron FC,Madison FC 14 Gold Boys,0,5,L,W,Coronado (San Diego) 25,Soccer in the Sand,U11B Surf U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827676,96965
5/31/2025,Madison FC 14 Gold Boys,South County Fury B2014,9,4,W,L,Coronado (San Diego) 25,Soccer in the Sand,U11B Surf U11,SITS Field,"5000 CA-75, Coronado, CA 92188",20827675,96965
4/26/2025,Madison FC 14 Gold Boys,CCV STARS 14 Boys Navy PEO,4,0,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923019,96965
4/13/2025,Phoenix Valley Soccer Club boys 2014,Madison FC 14 Gold Boys,0,3,L,W,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923006,96965
4/12/2025,Madison FC 14 Gold Boys,14B OMolina,5,3,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19922991,96965
4/6/2025,Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,4,2,W,L,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 1,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191600,96965
4/5/2025,Tuzos Halcones 2014,Madison FC 14 Gold Boys,4,8,L,W,Yavapai All Boys Tournament 2025,Yavapai,U11B U11 Boys 1,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191599,96965
3/23/2025,Madison FC 14 Gold Boys,Phoenix United 2015 Elite,4,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Elite,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917339,96965
3/9/2025,Madison FC 14 Gold Boys,14,3,3,T,T,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",19609913,96965
3/8/2025,Tuzos Halcones 2014,Madison FC 14 Gold Boys,3,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 3 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18561867,96965
3/8/2025,14B JCFresquez Pre-MLS Next,Madison FC 14 Gold Boys,1,1,T,T,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19609905,96965
2/23/2025,Madison FC 14 Gold Boys,Phoenix United FC 2014 Premier,3,0,W,L,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B 2014 Silver (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19117922,96965
2/22/2025,Kingman SC B14 McGill,Madison FC 14 Gold Boys,0,8,L,W,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B 2014 Silver (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19117915,96965
2/15/2025,Madison FC 14 Gold Boys,15B NMarkette,8,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 3 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",18561878,96965
2/1/2025,Phoenix Premier FC 14B Black,Madison FC 14 Gold Boys,2,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 3 11U Boys,Pecos Park (PHX Premier SE/SW),"17010 S 48th St , Phoenix, AZ 85048",18561872,96965
1/19/2025,Tuzos Royals 2014,Madison FC 14 Gold Boys,1,0,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644606,96965
1/19/2025,West Valley 2014 Boys Martinez Pre-Elite64,Madison FC 14 Gold Boys,0,2,L,W,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644605,96965
1/18/2025,Tuzos Royals 2014,Madison FC 14 Gold Boys,3,1,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644600,96965
1/18/2025,Madison FC 14 Gold Boys,Next Level Soccer Northwest 2014 Boys,5,2,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644603,96965
1/11/2025,Madison FC 14 Gold Boys,14B OMolina,5,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 3 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",18561864,96965
12/15/2024,Next Level Soccer Southeast 2014 Boys Blue,Madison FC 14 Gold Boys,3,5,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437975,96965
12/14/2024,Madison FC 14 Gold Boys,PRFC Desert Foothills 14B Pre-Academy,1,1,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437968,96965
12/13/2024,PRFC West Valley 15B Predator,Madison FC 14 Gold Boys,0,3,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437972,96965
11/10/2024,Madison FC 14 Gold Boys,PRFC West Valley 14B Pre-Academy,8,0,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148359,96965
11/10/2024,Madison FC 14 Gold Boys,CAC 14/15B (Conroy),11,0,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148357,96965
11/9/2024,Madison FC 14 Gold Boys,CCV STARS 14 Boys Navy PEO,4,2,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18148354,96965
11/9/2024,Phoenix Premier FC 14B SW,Madison FC 14 Gold Boys,0,6,L,W,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Sargent,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148350,96965
11/2/2024,Madison FC 14 Gold Boys,East Valley NSFC 14 Boys Aguirre,2,3,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064557,96965
10/26/2024,Madison FC 14 Gold Boys,PRFC Southeast Valley 14B Predator-Central,4,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064538,96965
10/19/2024,CCV STARS 14 Boys Navy PEO,Madison FC 14 Gold Boys,0,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Stars SC - Peoria  NW - Open League ,"7007 W Happy Valley , Peoria, AZ 85383",17064561,96965
10/12/2024,Playmaker Futbol Academy 14B Black,Madison FC 14 Gold Boys,5,0,W,L,2024 Scottsdale Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",17825603,96965
10/5/2024,2014 Boys Yellow,Madison FC 14 Gold Boys,0,1,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Venturoso Park,"14425 N 32nd St , Phoenix, AZ 85032",17064554,96965
9/28/2024,Madison FC 14 Gold Boys,U-11 (2014) Boys Pre Academy,3,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Madison Heights Elementary (Madison FC) 9v9,"7150 N. 22nd Street , PHOENIX, AZ, AZ 85020",17064548,96965
9/14/2024,PRFC Scottsdale 14B Pre-Academy,Madison FC 14 Gold Boys,2,2,T,T,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 4 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",17064540,96965
9/8/2024,Madison FC 14 Gold Boys,PRFC North Valley 14B Predator,1,2,L,W,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479109,96965
9/8/2024,Madison FC 14 Gold Boys,U-11 (2014) Boys Pre Academy,3,0,W,L,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479107,96965
9/7/2024,CCV STARS 14 Boys Navy PEO,Madison FC 14 Gold Boys,0,0,T,T,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479092,96965
9/7/2024,Madison FC 14 Gold Boys,PRFC Southeast Valley 14B Predator,9,0,W,L,FSC Champions Cup (Boys - 2024),Flagstaff Soccer United Cup,U11B U11B Silver (9v9),F- Thorpe Softball Complex,"191 N. Thorpe Rd, Flagstaff, AZ 86001",17479091,96965
9/28/2025,AZ Arsenal Pre-ECNL B15,15B AChacon Pre-MLS Next,0,2,L,W,The Derby 2025,The Derby 2025,U11B Boys U11 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22795914,163451
9/28/2025,Phoenix United 2015 Elite,AZ Arsenal Pre-ECNL B15,1,3,L,W,The Derby 2025,The Derby 2025,U11B Boys U11 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22795922,163451
9/27/2025,BRAZAS FC 2015 Boys Black,AZ Arsenal Pre-ECNL B15,2,4,L,W,The Derby 2025,The Derby 2025,U11B Boys U11 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22795916,163451
9/27/2025,AZ Arsenal Pre-ECNL B15,Phoenix Premier FC 15B Black,11,1,W,L,The Derby 2025,The Derby 2025,U11B Boys U11 Gold,Reata Sports Complex,"9809 E. McDowell Mountain Ranch Road, Scottsdale, AZ 85260",22795920,163451
8/31/2025,PRFC Scottsdale 15B Pre-Academy,AZ Arsenal Pre-ECNL B15,0,8,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U11B U11 Boys Gold - Berhalter,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22379487,163451
8/31/2025,15B AChacon Pre-MLS Next,AZ Arsenal Pre-ECNL B15,0,0,T,T,Phoenix Rising Cup 2025,Phoenix Rising Cup,U11B U11 Boys Gold - Berhalter,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22379488,163451
8/30/2025,15 Pre-MLS Next Tier #1,AZ Arsenal Pre-ECNL B15,2,8,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U11B U11 Boys Gold - Berhalter,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22379480,163451
8/29/2025,AZ Arsenal Pre-ECNL B15,15B AChacon Pre-MLS Next,2,5,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U11B U11 Boys Gold - Berhalter,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22379482,163451
7/20/2025,REAL AZ,AZ Arsenal Pre-ECNL B15,12,2,W,L,Inside Classic Summer 2025,Inside Classic,U12B U12 Male,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",21311641,163451
7/20/2025,AZ Arsenal Pre-ECNL B15,AZ Arsenal 14 Boys Teal CB,10,1,W,L,Inside Classic Summer 2025,Inside Classic,U12B U12 Male,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",21311639,163451
7/19/2025,AZ Arsenal Pre-ECNL B15,AZ Arsenal 14 Boys Teal CJB,11,1,W,L,Inside Classic Summer 2025,Inside Classic,U12B U12 Male,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",21311633,163451
7/19/2025,PRFC Southeast Valley 14B Predator,AZ Arsenal Pre-ECNL B15,3,12,L,W,Inside Classic Summer 2025,Inside Classic,U12B U12 Male,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",21311635,163451
4/26/2025,14B Jimmy,AZ Arsenal Pre-ECNL B15,2,1,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19923023,163451
4/13/2025,PRFC West Valley 15B Predator,AZ Arsenal Pre-ECNL B15,0,4,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2015 Boys,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20248035,163451
4/12/2025,AZ Arsenal Pre-ECNL B15,PSG 15B Blue,4,2,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2015 Boys,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20248025,163451
4/12/2025,AZ Arsenal Pre-ECNL B15,PRFC North Valley 15B Copa,8,1,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2015 Boys,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20248033,163451
4/11/2025,NOS Santos 14 Boys Blue,AZ Arsenal Pre-ECNL B15,5,3,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",19923009,163451
4/4/2025,AZ Arsenal Pre-ECNL B15,East Valley NSFC 14 Boys Aguirre,3,2,W,L,2025 Arizona Presidents Cup,Arizona Presidents Cup ,U11B 11U Boys Silver - Driven by Desert Ford Dealers,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",19922996,163451
3/22/2025,Phoenix Premier FC 14B CG,AZ Arsenal Pre-ECNL B15,4,1,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Gold,Scottsdale Sports Complex (Rated Sports),"8081 E Princess Dr , Scottsdale , AZ 85255",20071314,163451
3/22/2025,AZ Arsenal Pre-ECNL B15,Madison FC 14 Blue Boys,3,1,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",20071318,163451
3/21/2025,AZ Arsenal Pre-ECNL B15,Madison FC 2015 Boys Gold,3,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Gold,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",20071310,163451
2/9/2025,AZSC 14B Perez,AZ Arsenal Pre-ECNL B15,7,1,W,L,Desert Classic 2025,Desert Classic,U11B U11 Boys Silver ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969205,163451
2/9/2025,AZ Arsenal Pre-ECNL B15,U-11 (2014) Boys Pre Academy,5,3,W,L,Desert Classic 2025,Desert Classic,U11B U11 Boys Silver ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969204,163451
2/8/2025,Phoenix United 2015 Elite,AZ Arsenal Pre-ECNL B15,4,7,L,W,Desert Classic 2025,Desert Classic,U11B U11 Boys Silver ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969200,163451
2/6/2025,AZ Arsenal Pre-ECNL B15,AZSC 14B Perez,2,2,T,T,Desert Classic 2025,Desert Classic,U11B U11 Boys Silver ,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969198,163451
2/1/2025,PRFC West Valley 14B Pre-Academy,AZ Arsenal Pre-ECNL B15,1,4,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569676,163451
2/1/2025,AZ Arsenal Pre-ECNL B15,PRFC Southeast Valley 14B Predator-Central,5,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",18569674,163451
1/25/2025,AZ Arsenal Pre-ECNL B15,PRFC North Valley 14B Predator,2,1,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 1 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702684,163451
1/25/2025,U-11 (2014) Boys Pre Academy,AZ Arsenal Pre-ECNL B15,4,1,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 1 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702689,163451
1/24/2025,East Valley NSFC 14 Boys Aguirre,AZ Arsenal Pre-ECNL B15,5,3,W,L,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Silver 1 CROSSOVER,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702681,163451
1/11/2025,PRFC Scottsdale 14B Predator,AZ Arsenal Pre-ECNL B15,2,5,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Division 5 11U Boys,Scottsdale Chaparral Park ,"5401 N. Hayden Road  , Scottsdale, AZ 85250",18569665,163451
1/5/2025,AZ Arsenal Pre-ECNL B15,Phoenix Premier FC 15B Black,3,2,W,L,Inside Classic 2025,Inside Classic,U10B U10 Boys,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",18560560,163451
11/9/2024,State 48 FC 14 White,AZ Arsenal Pre-ECNL B15,1,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Gateway Park,"10100 N El Mirage Rd , El Mirage, AZ 85335",17069454,163451
11/3/2024,AZ Arsenal Pre-ECNL B15,Next Level Soccer Northwest 2014 Boys,2,1,W,L,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072114,163451
11/3/2024,AZ Arsenal Pre-ECNL B15,14,1,4,L,W,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072126,163451
11/2/2024,Tuzos Academy Mesa 2014,AZ Arsenal Pre-ECNL B15,3,3,T,T,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072118,163451
11/1/2024,AZ Arsenal Pre-ECNL B15,14B Engilman,5,3,W,L,2024 Rush Cup ,2025 Rush Cup ,U11B U11B SILVER,Rose Mofford (Rush Cup),"9833 N. 25th Ave. , Phoenix, AZ 85029",18072122,163451
9/27/2024,Legends FC AZ 14B FC,AZ Arsenal Pre-ECNL B15,5,0,W,L,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816278,163451
9/14/2024,AZ Arsenal Pre-ECNL B15,Playmaker Futbol Academy 14B White,12,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Division 6 11U Boys,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",17069438,163451
9/19/2025,Tuzos Academy 2013,14B JDeutsch Pre-MLS Next,3,5,L,W,2025-2026 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U13B 13U Boys State League 2,AZ Athletic Grounds (ASA),"1 Legacy Drive , Mesa, AZ 85212",21510081,82303
9/14/2025,2014B West,14B JDeutsch Pre-MLS Next,2,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606474,82303
9/13/2025,FCDA 13B Red NL (AZ),14B JDeutsch Pre-MLS Next,0,1,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606471,82303
9/13/2025,14B JDeutsch Pre-MLS Next,Rey Del Castillo FC Gold,0,2,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606467,82303
4/27/2025,14B JDeutsch Pre-MLS Next,PRFC North Valley 13B PreAcademy,0,4,L,W,2025 Arizona State Cup,Arizona State Cup,U12B 12U Boys - Driven by Ford Explorer SUV,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19905469,82303
4/26/2025,14B JDeutsch Pre-MLS Next,FC ARIZONA 13 GFC CUEVAS,2,3,L,W,2025 Arizona State Cup,Arizona State Cup,U12B 12U Boys - Driven by Ford Explorer SUV,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19905477,82303
4/13/2025,PRFC North Valley 14B PreAcademy,14B JDeutsch Pre-MLS Next,4,2,W,L,2025 Arizona State Cup,Arizona State Cup,U12B 12U Boys - Driven by Ford Explorer SUV,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19905466,82303
4/12/2025,Playmaker Futbol Academy 13B Black,14B JDeutsch Pre-MLS Next,5,0,W,L,2025 Arizona State Cup,Arizona State Cup,U12B 12U Boys - Driven by Ford Explorer SUV,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",19905463,82303
3/8/2025,14B JDeutsch Pre-MLS Next,2014B West,5,1,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19609906,82303
3/2/2025,14B Flores,14B JDeutsch Pre-MLS Next,2,6,L,W,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745238,82303
3/1/2025,PRFC North Valley 14B PreAcademy,14B JDeutsch Pre-MLS Next,1,1,T,T,2024-2025 ASA Advanced Leagues,ARIZONA ADVANCED LEAGUES,U11B 11U Boys APL,Arizona Athletic Grounds,"6321 South Ellsworth Road , Mesa, AZ 85212",16745225,82303
